id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,color,quality,date_added
243,6.2,0.32,0.45,2.9,0.029,37,94,0.98998,3.25,0.6,12.4,white,neutral,2023-09-30
244,9.8,0.93,0.45,8.6,0.052,34,187,0.9994,3.12,0.59,10.2,white,moderately dissatisfied,2022-04-30
245,7.6,0.39,0.46,11.7,0.084,55,170,0.99773,2.91,0.51,9,white,slightly dissatisfied,2024-06-04
246,8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,red,neutral,2023-04-28
247,7.7,0.6,0,2.6,0.055,7,13,0.99639,3.38,0.56,10.8,red,slightly dissatisfied,2024-06-05
248,6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,red,slightly dissatisfied,2022-08-16
249,4.6,0.45,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,white,slightly dissatisfied,2022-10-09
250,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,white,neutral,2023-08-07
251,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,white,neutral,2022-12-02
252,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,white,neutral,2024-08-31
253,4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,white,neutral,2023-03-24
254,7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,red,neutral,2024-03-01
255,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,white,slightly satisfied,2023-04-21
256,6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,white,moderately satisfied,2022-02-09
257,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,white,slightly dissatisfied,2022-01-12
258,7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,white,slightly satisfied,2022-03-23
259,6.1,0.32,0.28,6.6,0.021,29,132,0.99188,3.15,0.36,11.45,white,slightly satisfied,2023-10-30
260,6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,white,moderately satisfied,2024-11-14
261,15.6,0.65,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,red,slightly dissatisfied,2022-05-12
262,7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,white,neutral,2023-11-03
263,7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,white,neutral,2022-01-12
264,7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,white,neutral,2024-02-07
265,6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,white,neutral,2024-11-28
266,14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,red,neutral,2022-10-29
267,6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,white,neutral,2023-08-30
268,12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,red,slightly dissatisfied,2023-10-24
269,7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,white,slightly satisfied,2024-01-04
270,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,white,neutral,2024-03-23
271,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,white,slightly dissatisfied,2022-09-08
272,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,white,slightly dissatisfied,2023-05-21
273,6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,white,slightly satisfied,2022-02-07
274,6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,white,neutral,2023-01-11
275,6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,white,slightly dissatisfied,2024-03-31
276,8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,red,neutral,2023-09-27
277,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,white,slightly dissatisfied,2023-08-08
278,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,white,slightly satisfied,2023-06-05
279,9.8,0.98,0.32,2.3,0.078,35,152,0.998,3.25,0.48,9.4,red,slightly dissatisfied,2023-04-20
280,7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,white,slightly dissatisfied,2024-03-12
281,9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,red,neutral,2022-09-17
282,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,white,neutral,2023-05-22
283,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,white,slightly dissatisfied,2022-10-09
284,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,white,neutral,2023-04-09
285,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,white,neutral,2022-10-24
286,7.4,0.79,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.57,red,neutral,2022-01-28
287,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,white,slightly satisfied,2022-04-29
288,7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,white,slightly dissatisfied,2024-09-26
289,6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1,white,neutral,2023-04-07
290,9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,red,slightly dissatisfied,2024-02-20
291,6.1,0.3,0.47,1.4,0.049,50,187,0.9927,3.19,0.45,9.5,white,slightly dissatisfied,2022-02-13
292,6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,white,slightly satisfied,2023-07-03
293,9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,red,neutral,2023-05-07
294,7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,white,moderately satisfied,2023-08-17
295,6.9,0.25,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4,white,slightly dissatisfied,2023-02-18
296,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,white,slightly dissatisfied,2024-06-22
297,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,red,slightly dissatisfied,2022-12-05
298,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,white,neutral,2023-03-11
299,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,white,neutral,2022-08-10
300,9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,red,slightly dissatisfied,2024-10-28
301,6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,white,neutral,2023-04-22
302,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5,white,neutral,2022-02-19
303,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,white,moderately satisfied,2022-09-26
304,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,white,slightly dissatisfied,2022-09-19
305,7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2,red,slightly dissatisfied,2024-06-18
306,7.2,0.66,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,red,slightly dissatisfied,2023-01-14
307,8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,red,slightly dissatisfied,2023-12-12
308,6.7,0.61,0.21,1.65,0.117,40,240,0.9938,3.11,0.57,9.3,white,slightly dissatisfied,2022-08-23
309,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9,white,neutral,2024-06-09
310,6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,white,slightly dissatisfied,2022-09-08
311,9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,red,neutral,2024-11-07
312,5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,white,neutral,2023-12-29
313,8.2,0.31,0.4,2.2,0.058,6,10,0.99536,3.31,0.68,11.2,red,slightly satisfied,2022-09-03
314,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.97,white,slightly satisfied,2024-08-19
315,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5,white,slightly satisfied,2023-04-14
316,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,white,neutral,2023-10-30
317,8.2,0.25,0.46,3.75,0.05,14,102,0.99524,3.28,0.58,9.7,white,slightly dissatisfied,2023-08-23
318,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,red,neutral,2023-07-24
319,7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,white,neutral,2023-03-28
320,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,white,slightly dissatisfied,2023-01-31
321,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,white,slightly dissatisfied,2024-07-24
322,7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,white,slightly dissatisfied,2023-05-12
323,6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,white,slightly dissatisfied,2024-04-06
324,6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,white,slightly dissatisfied,2022-01-13
325,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,white,slightly satisfied,2023-10-06
326,9.1,0.33,0.38,1.7,0.062,51,344,0.9958,3.1,0.7,9.5,white,slightly dissatisfied,2024-03-20
327,7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,white,neutral,2024-12-03
328,4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,white,moderately satisfied,2024-07-06
329,6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,red,slightly dissatisfied,2023-11-18
330,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,white,slightly dissatisfied,2022-11-28
331,6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,white,neutral,2023-05-10
332,6.6,0.86,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,red,neutral,2024-02-22
333,7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,white,neutral,2024-04-14
334,5.1,0.42,0,1.8,0.044,18,88,0.99157,3.68,0.73,13.6,red,slightly satisfied,2022-10-11
335,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,white,slightly dissatisfied,2024-05-23
336,6,0.27,0.32,3.6,0.035,36,133,0.99215,3.23,0.46,10.8,white,neutral,2022-08-07
337,6,0.2,0.26,14.7,0.045,53,125,0.99837,2.99,0.69,9.4,white,neutral,2023-05-04
338,8.6,0.69,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,red,neutral,2023-10-08
339,9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,red,slightly dissatisfied,2024-10-15
340,7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,white,slightly dissatisfied,2024-03-27
341,6.4,0.29,0.3,2.9,0.036,25,79,0.99037,3.29,0.6,12.4,white,slightly satisfied,2024-09-07
342,7.6,0.2,0.3,14.2,0.056,53,213,0.999,3.14,0.46,8.9,white,moderately satisfied,2023-01-18
343,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,white,neutral,2022-04-18
344,7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,red,slightly dissatisfied,2023-03-19
345,6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,white,slightly dissatisfied,2022-01-30
346,7.5,0.41,0.15,3.7,0.104,29,94,0.99786,3.14,0.58,9.1,red,slightly dissatisfied,2024-02-17
347,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,white,slightly satisfied,2022-05-09
348,6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,white,slightly satisfied,2022-02-02
349,6.1,0.22,0.31,1.4,0.039,40,129,0.99193,3.45,0.59,10.9,white,slightly dissatisfied,2023-11-27
350,5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,white,neutral,2024-10-07
351,6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,white,neutral,2023-12-26
352,6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,white,slightly dissatisfied,2023-11-13
353,6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,white,neutral,2022-11-11
354,5.6,0.26,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,white,neutral,2024-07-16
355,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,red,neutral,2024-05-15
356,6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,white,neutral,2024-12-08
357,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,white,slightly satisfied,2023-04-11
358,7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,white,neutral,2024-12-07
359,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,white,slightly dissatisfied,2024-02-24
360,6.1,0.71,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,red,slightly dissatisfied,2023-02-12
361,6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,white,slightly dissatisfied,2024-09-21
362,7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,white,slightly dissatisfied,2024-05-04
363,7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,red,slightly dissatisfied,2023-08-05
364,5.7,0.27,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,white,slightly satisfied,2024-05-05
365,6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,white,slightly satisfied,2024-12-03
366,9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,red,slightly satisfied,2024-07-08
367,6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,white,neutral,2022-08-30
368,6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,red,slightly dissatisfied,2024-02-25
369,5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,red,neutral,2023-01-29
370,7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,white,slightly satisfied,2023-01-07
371,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,red,slightly dissatisfied,2022-08-22
372,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,white,slightly dissatisfied,2022-04-20
373,9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,red,slightly dissatisfied,2022-07-31
374,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,white,slightly satisfied,2022-03-24
375,6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,white,neutral,2023-05-04
376,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,white,slightly dissatisfied,2024-09-11
377,6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,white,neutral,2022-09-05
378,7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,white,neutral,2022-06-23
379,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,white,slightly satisfied,2024-07-22
380,7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,red,slightly dissatisfied,2024-06-14
381,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,white,neutral,2023-12-29
382,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,red,neutral,2023-10-20
383,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,white,slightly dissatisfied,2023-11-11
384,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,white,neutral,2022-11-01
385,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,white,moderately satisfied,2023-11-08
386,6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,red,slightly dissatisfied,2022-10-29
387,7.6,0.69,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,red,slightly dissatisfied,2022-01-31
388,6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3,white,neutral,2023-08-03
389,8,0.18,0.37,1.3,0.04,15,96,0.9912,3.06,0.61,12.1,white,neutral,2024-03-14
390,5.7,0.14,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,white,neutral,2024-10-29
391,7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,white,neutral,2023-09-27
392,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,white,neutral,2024-06-27
393,8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,white,neutral,2024-07-31
394,7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,white,moderately dissatisfied,2023-06-02
395,6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8,white,neutral,2024-01-26
396,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,white,neutral,2022-02-02
397,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,white,neutral,2022-04-12
398,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,white,slightly dissatisfied,2022-08-28
399,8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,white,neutral,2022-02-18
400,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,white,slightly satisfied,2022-04-03
401,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,white,slightly dissatisfied,2022-11-26
402,5.4,0.15,0.32,2.5,0.037,10,51,0.98878,3.04,0.58,12.6,white,neutral,2023-08-17
403,7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,red,moderately satisfied,2022-11-08
404,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,red,slightly dissatisfied,2023-04-10
405,7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,white,slightly satisfied,2023-07-09
406,7,0.69,0.08,1.8,0.097,22,89,0.9959,3.34,0.54,9.2,red,neutral,2022-12-26
407,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,white,slightly satisfied,2022-08-11
408,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,white,slightly dissatisfied,2023-10-27
409,8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,red,slightly dissatisfied,2023-04-01
410,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,white,neutral,2023-03-28
411,6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,red,slightly dissatisfied,2023-05-11
412,7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,white,neutral,2022-11-23
413,5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,white,slightly satisfied,2023-06-10
414,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89,white,slightly satisfied,2022-10-12
415,6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,white,slightly dissatisfied,2024-09-16
416,6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,white,slightly satisfied,2023-12-17
417,6.5,0.2,0.24,9.2,0.044,25,150,0.99502,3.22,0.44,10.5,white,slightly dissatisfied,2023-04-26
418,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,white,neutral,2023-08-19
419,7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,white,neutral,2022-12-31
420,7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,white,slightly dissatisfied,2024-09-08
421,9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,white,neutral,2023-12-09
422,7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,white,neutral,2023-11-04
423,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,white,neutral,2024-09-06
424,5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,white,slightly satisfied,2022-01-30
425,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,red,slightly dissatisfied,2022-12-07
426,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,white,slightly dissatisfied,2022-07-08
427,7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,white,slightly dissatisfied,2022-03-26
428,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,white,slightly satisfied,2022-03-01
429,6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,white,slightly dissatisfied,2023-04-24
430,6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,white,slightly dissatisfied,2024-11-11
431,7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,white,neutral,2022-07-13
432,10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,red,slightly satisfied,2023-01-31
433,6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,white,neutral,2023-12-22
434,6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,white,slightly dissatisfied,2023-09-24
435,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,white,slightly dissatisfied,2022-11-24
436,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,white,neutral,2022-01-25
437,10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,red,neutral,2024-06-29
438,6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,white,slightly dissatisfied,2022-03-01
439,8.1,0.28,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9,white,moderately dissatisfied,2022-02-27
440,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,white,neutral,2022-08-14
441,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,white,slightly dissatisfied,2024-08-08
442,6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,white,neutral,2023-02-04
443,9.1,0.77,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,red,moderately dissatisfied,2024-03-22
444,7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,white,neutral,2023-06-20
445,6.8,0.18,0.24,9.8,0.058,64,188,0.9952,3.13,0.51,10.6,white,neutral,2022-06-11
446,7.6,0.42,0.25,3.9,0.104,28,90,0.99784,3.15,0.57,9.1,red,slightly dissatisfied,2023-03-25
447,5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,white,slightly dissatisfied,2024-09-14
448,6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,white,moderately dissatisfied,2024-11-08
449,6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,white,slightly satisfied,2022-08-30
450,8.2,0.64,0.27,2,0.095,5,77,0.99747,3.13,0.62,9.1,red,neutral,2022-10-27
451,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,white,slightly satisfied,2024-06-06
452,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,white,neutral,2022-05-12
453,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,white,slightly dissatisfied,2024-02-13
454,6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,white,slightly satisfied,2022-02-16
455,7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,white,slightly dissatisfied,2022-08-02
456,7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,white,slightly dissatisfied,2024-03-02
457,5.4,0.38,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1,white,slightly dissatisfied,2022-12-26
458,8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,white,slightly dissatisfied,2023-03-21
459,7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1,white,slightly dissatisfied,2024-01-09
460,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,red,neutral,2023-06-01
461,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,white,slightly satisfied,2022-10-16
462,6.1,0.24,0.27,9.8,0.062,33,152,0.9966,3.31,0.47,9.5,white,neutral,2022-06-29
463,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,white,neutral,2024-01-14
464,8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,white,neutral,2022-10-14
465,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,white,slightly dissatisfied,2024-05-13
466,6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4,white,slightly dissatisfied,2024-01-14
467,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,red,slightly dissatisfied,2022-04-07
468,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,white,neutral,2022-03-30
469,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,white,neutral,2024-10-27
470,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,red,neutral,2022-02-02
471,7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,white,neutral,2022-02-05
472,6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,white,slightly dissatisfied,2024-07-04
473,7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,white,neutral,2022-11-12
474,8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,white,slightly dissatisfied,2023-10-23
475,6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6,white,neutral,2024-11-02
476,7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,white,neutral,2023-11-28
477,7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,white,slightly dissatisfied,2023-08-07
478,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,white,neutral,2022-03-13
479,11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,red,slightly dissatisfied,2023-10-29
480,9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,white,slightly dissatisfied,2022-11-03
